JuncType	Event_ID	Event_Group	chr	strand	GeneID	geneSymbol	Gene_Event_ID	Gene_Event_Type	DSE_Category	Control_vs_shRING1A.B	Control_vs_shRYBP	shRYBP_vs_shRING1A.B
JCEC	Event_1102	Mutually Exclusive Exon	chr3	-	ENSG00000163947	ARHGEF3	1	Mutually Exclusive Exon_1				-0.117
JC	Event_3414	Skipped Exon	chr1	+	ENSG00000164002	EXO5	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.366		
JCEC	Event_3414	Skipped Exon	chr1	+	ENSG00000164002	EXO5	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.366		
JC	Event_3394	Skipped Exon	chr1	+	ENSG00000164011	ZNF691	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.333		
JC	Event_118	Alternative 5' Splice Site	chr3	-	ENSG00000164050	PLXNB1	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.227	
JC	Event_4322	Skipped Exon	chr3	-	ENSG00000164050	PLXNB1	1	Skipped Exon_1				-0.25
JCEC	Event_1585	Retained Intron	chr3	-	ENSG00000164050	PLXNB1	1	Retained Intron_1			-0.16	0.148
JCEC	Event_430	Alternative 5' Splice Site	chr3	-	ENSG00000164050	PLXNB1	2	Alternative 5' Splice Site_2	Unique to shRYBP vs Control		-0.227	
JCEC	Event_4322	Skipped Exon	chr3	-	ENSG00000164050	PLXNB1	1	Skipped Exon_1				-0.25
JC	Event_3554	Skipped Exon	chr3	-	ENSG00000164054	SHISA5	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.23		
JCEC	Event_3554	Skipped Exon	chr3	-	ENSG00000164054	SHISA5	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.23		
JCEC	Event_413	Alternative 5' Splice Site	chr4	+	ENSG00000164066	INTU	1	Alternative 5' Splice Site_1			-0.644	0.352
JC	Event_1490	Retained Intron	chr3	+	ENSG00000164068	RNF123	1	Retained Intron_1				0.204
JCEC	Event_1490	Retained Intron	chr3	+	ENSG00000164068	RNF123	1	Retained Intron_1				0.204
JCEC	Event_1586	Retained Intron	chr3	+	ENSG00000164068	RNF123	2	Retained Intron_2	Unique to shRYBP vs Control		0.11	
JC	Event_1057	Mutually Exclusive Exon	chr4	-	ENSG00000164073	MFSD8	1	Mutually Exclusive Exon_1				0.372
JC	Event_1264	Retained Intron	chr4	-	ENSG00000164073	MFSD8	1	Retained Intron_1	Unique to shRYBP vs Control		-0.136	
JC	Event_3193	Skipped Exon	chr4	-	ENSG00000164073	MFSD8	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.15		
JCEC	Event_1057	Mutually Exclusive Exon	chr4	-	ENSG00000164073	MFSD8	1	Mutually Exclusive Exon_1				0.372
JCEC	Event_1264	Retained Intron	chr4	-	ENSG00000164073	MFSD8	1	Retained Intron_1	Unique to shRYBP vs Control		-0.136	
JCEC	Event_3193	Skipped Exon	chr4	-	ENSG00000164073	MFSD8	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.15		
JC	Event_4021	Skipped Exon	chr4	+	ENSG00000164074	ABHD18	1	Skipped Exon_1				-0.149
JCEC	Event_4021	Skipped Exon	chr4	+	ENSG00000164074	ABHD18	1	Skipped Exon_1				-0.149
JCEC	Event_5352	Skipped Exon	chr3	-	ENSG00000164077	MON1A	1	Skipped Exon_1				0.105
JC	Event_2093	Skipped Exon	chr4	-	ENSG00000164093	PITX2	1	Skipped Exon_1	Unique to shRYBP vs Control		0.25	
JCEC	Event_2093	Skipped Exon	chr4	-	ENSG00000164093	PITX2	1	Skipped Exon_1	Unique to shRYBP vs Control		0.25	
JC	Event_2290	Skipped Exon	chr4	+	ENSG00000164124	TMEM144	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.152	-0.133	
JCEC	Event_2290	Skipped Exon	chr4	+	ENSG00000164124	TMEM144	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.152	-0.133	
JC	Event_3419	Skipped Exon	chr4	+	ENSG00000164136	IL15	1	Skipped Exon_1	Same Direction	0.383		0.534
JC	Event_3420	Skipped Exon	chr4	+	ENSG00000164136	IL15	2	Skipped Exon_2	Same Direction	0.348		0.515
JCEC	Event_5069	Skipped Exon	chr4	+	ENSG00000164136	IL15	3	Skipped Exon_3	Same Direction	0.406		0.54
JCEC	Event_5070	Skipped Exon	chr4	+	ENSG00000164136	IL15	4	Skipped Exon_4	Same Direction	0.404		0.53
JC	Event_4172	Skipped Exon	chr4	+	ENSG00000164142	FAM160A1	1	Skipped Exon_1				-0.463
JCEC	Event_4172	Skipped Exon	chr4	+	ENSG00000164142	FAM160A1	1	Skipped Exon_1				-0.463
JC	Event_3104	Skipped Exon	chr5	-	ENSG00000164176	EDIL3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.417		
JCEC	Event_3104	Skipped Exon	chr5	-	ENSG00000164176	EDIL3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.417		
JC	Event_195	Alternative 5' Splice Site	chr5	-	ENSG00000164180	TMEM161B	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.127		
JC	Event_3978	Skipped Exon	chr5	-	ENSG00000164180	TMEM161B	1	Skipped Exon_1				-0.145
JCEC	Event_195	Alternative 5' Splice Site	chr5	-	ENSG00000164180	TMEM161B	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.127		
JCEC	Event_3978	Skipped Exon	chr5	-	ENSG00000164180	TMEM161B	1	Skipped Exon_1				-0.145
JC	Event_2055	Skipped Exon	chr5	-	ENSG00000164181	ELOVL7	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.122	0.116	
JC	Event_2056	Skipped Exon	chr5	-	ENSG00000164181	ELOVL7	2	Skipped Exon_2	Unique to shRYBP vs Control		0.2	
JC	Event_875	Mutually Exclusive Exon	chr5	-	ENSG00000164181	ELOVL7	2	Mutually Exclusive Exon_2			-0.14	0.125
JCEC	Event_1129	Mutually Exclusive Exon	chr5	-	ENSG00000164181	ELOVL7	1	Mutually Exclusive Exon_1			-0.134	0.12
JCEC	Event_2055	Skipped Exon	chr5	-	ENSG00000164181	ELOVL7	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.122	0.116	
JCEC	Event_2056	Skipped Exon	chr5	-	ENSG00000164181	ELOVL7	2	Skipped Exon_2	Unique to shRYBP vs Control		0.2	
JC	Event_2121	Skipped Exon	chr5	+	ENSG00000164236	ANKRD33B	1	Skipped Exon_1	Unique to shRYBP vs Control		0.132	
JCEC	Event_2121	Skipped Exon	chr5	+	ENSG00000164236	ANKRD33B	1	Skipped Exon_1	Unique to shRYBP vs Control		0.132	
JC	Event_220	Alternative 5' Splice Site	chr5	+	ENSG00000164258	NDUFS4	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.106		
JCEC	Event_220	Alternative 5' Splice Site	chr5	+	ENSG00000164258	NDUFS4	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.106		
JC	Event_240	Alternative 5' Splice Site	chr5	-	ENSG00000164327	RICTOR	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.134		
JCEC	Event_240	Alternative 5' Splice Site	chr5	-	ENSG00000164327	RICTOR	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.134		
JC	Event_1063	Mutually Exclusive Exon	chr6	-	ENSG00000164494	PDSS2	1	Mutually Exclusive Exon_1				0.383
JCEC	Event_1196	Mutually Exclusive Exon	chr6	-	ENSG00000164494	PDSS2	2	Mutually Exclusive Exon_2				0.363
JC	Event_1068	Mutually Exclusive Exon	chr5	+	ENSG00000164509	IL31RA	1	Mutually Exclusive Exon_1				-0.147
JC	Event_2552	Skipped Exon	chr7	-	ENSG00000164542	KIAA0895	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.216	
JCEC	Event_4800	Skipped Exon	chr7	-	ENSG00000164542	KIAA0895	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.122	
JC	Event_3450	Skipped Exon	chr7	-	ENSG00000164548	TRA2A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.124		
JC	Event_4247	Skipped Exon	chr7	-	ENSG00000164548	TRA2A	2	Skipped Exon_2				-0.476
JCEC	Event_3450	Skipped Exon	chr7	-	ENSG00000164548	TRA2A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.124		
JCEC	Event_5323	Skipped Exon	chr7	-	ENSG00000164548	TRA2A	3	Skipped Exon_3				-0.268
JC	Event_42	Alternative 5' Splice Site	chr5	+	ENSG00000164576	SAP30L	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.195	
JCEC	Event_42	Alternative 5' Splice Site	chr5	+	ENSG00000164576	SAP30L	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.195	
JC	Event_3479	Skipped Exon	chr7	+	ENSG00000164638	SLC29A4	1	Skipped Exon_1	Same Direction	0.165		0.165
JC	Event_3480	Skipped Exon	chr7	+	ENSG00000164638	SLC29A4	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.375		
JC	Event_350	Alternative 5' Splice Site	chr7	+	ENSG00000164638	SLC29A4	1	Alternative 5' Splice Site_1				0.226
JCEC	Event_3479	Skipped Exon	chr7	+	ENSG00000164638	SLC29A4	1	Skipped Exon_1	Same Direction	0.165		0.165
JCEC	Event_3480	Skipped Exon	chr7	+	ENSG00000164638	SLC29A4	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.375		
JCEC	Event_350	Alternative 5' Splice Site	chr7	+	ENSG00000164638	SLC29A4	1	Alternative 5' Splice Site_1				0.226
JC	Event_912	Mutually Exclusive Exon	chr7	+	ENSG00000164654	MIOS	1	Mutually Exclusive Exon_1	Common to shRING1A.B and shRYBP	-0.175	-0.137	
JCEC	Event_912	Mutually Exclusive Exon	chr7	+	ENSG00000164654	MIOS	1	Mutually Exclusive Exon_1	Common to shRING1A.B and shRYBP	-0.175	-0.137	
JCEC	Event_827	Alternative 3' Splice Site	chr6	+	ENSG00000164674	SYTL3	1	Alternative 3' Splice Site_1				0.148
JC	Event_2668	Skipped Exon	chr8	-	ENSG00000164733	CTSB	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.353	
JC	Event_4400	Skipped Exon	chr8	-	ENSG00000164733	CTSB	2	Skipped Exon_2				-0.232
JCEC	Event_2668	Skipped Exon	chr8	-	ENSG00000164733	CTSB	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.353	
JCEC	Event_4400	Skipped Exon	chr8	-	ENSG00000164733	CTSB	2	Skipped Exon_2				-0.232
JC	Event_2597	Skipped Exon	chr8	+	ENSG00000164808	SPIDR	1	Skipped Exon_1			-0.204	0.204
JCEC	Event_2597	Skipped Exon	chr8	+	ENSG00000164808	SPIDR	1	Skipped Exon_1			-0.204	0.204
JC	Event_3225	Skipped Exon	chr7	+	ENSG00000164828	SUN1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.257		
JC	Event_4075	Skipped Exon	chr7	+	ENSG00000164828	SUN1	2	Skipped Exon_2				0.106
JC	Event_4076	Skipped Exon	chr7	+	ENSG00000164828	SUN1	3	Skipped Exon_3				0.127
JCEC	Event_4075	Skipped Exon	chr7	+	ENSG00000164828	SUN1	2	Skipped Exon_2				0.106
JCEC	Event_4076	Skipped Exon	chr7	+	ENSG00000164828	SUN1	3	Skipped Exon_3				0.127
JC	Event_130	Alternative 5' Splice Site	chr7	-	ENSG00000164855	TMEM184A	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.129	
JCEC	Event_130	Alternative 5' Splice Site	chr7	-	ENSG00000164855	TMEM184A	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.129	
JCEC	Event_468	Alternative 5' Splice Site	chr7	-	ENSG00000164855	TMEM184A	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.173		
JC	Event_3451	Skipped Exon	chr7	-	ENSG00000164877	MICALL2	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.108		
JCEC	Event_5082	Skipped Exon	chr7	-	ENSG00000164877	MICALL2	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.106		
JC	Event_1462	Retained Intron	chr7	+	ENSG00000164889	SLC4A2	1	Retained Intron_1				-0.321
JCEC	Event_1697	Retained Intron	chr7	+	ENSG00000164889	SLC4A2	2	Retained Intron_2				-0.306
JC	Event_4379	Skipped Exon	chr7	-	ENSG00000164896	FASTK	1	Skipped Exon_1				-0.117
JC	Event_4380	Skipped Exon	chr7	-	ENSG00000164896	FASTK	2	Skipped Exon_2				-0.105
JCEC	Event_4379	Skipped Exon	chr7	-	ENSG00000164896	FASTK	1	Skipped Exon_1				-0.117
JCEC	Event_4380	Skipped Exon	chr7	-	ENSG00000164896	FASTK	2	Skipped Exon_2				-0.105
JCEC	Event_5365	Skipped Exon	chr7	-	ENSG00000164896	FASTK	3	Skipped Exon_3				-0.102
JC	Event_4418	Skipped Exon	chr8	-	ENSG00000164961	WASHC5	1	Skipped Exon_1				-0.125
JCEC	Event_5376	Skipped Exon	chr8	-	ENSG00000164961	WASHC5	2	Skipped Exon_2				-0.115
JC	Event_933	Mutually Exclusive Exon	chr9	+	ENSG00000164978	NUDT2	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.129	
JCEC	Event_933	Mutually Exclusive Exon	chr9	+	ENSG00000164978	NUDT2	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.129	
JC	Event_920	Mutually Exclusive Exon	chr7	+	ENSG00000165055	METTL2B	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.137	
JCEC	Event_920	Mutually Exclusive Exon	chr7	+	ENSG00000165055	METTL2B	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.137	
JC	Event_2241	Skipped Exon	chr9	-	ENSG00000165113	GKAP1	1	Skipped Exon_1			-0.28	0.28
JCEC	Event_2241	Skipped Exon	chr9	-	ENSG00000165113	GKAP1	1	Skipped Exon_1			-0.28	0.28
JC	Event_2741	Skipped Exon	chr9	-	ENSG00000165138	ANKS6	1	Skipped Exon_1			-0.158	0.144
JC	Event_290	Alternative 5' Splice Site	chr9	-	ENSG00000165138	ANKS6	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.291		
JCEC	Event_290	Alternative 5' Splice Site	chr9	-	ENSG00000165138	ANKS6	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.291		
JCEC	Event_4873	Skipped Exon	chr9	-	ENSG00000165138	ANKS6	2	Skipped Exon_2			-0.143	0.155
JC	Event_3297	Skipped Exon	chr7	-	ENSG00000165171	METTL27	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.227		
JCEC	Event_3297	Skipped Exon	chr7	-	ENSG00000165171	METTL27	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.227		
JC	Event_4157	Skipped Exon	chrX	-	ENSG00000165195	PIGA	1	Skipped Exon_1				0.231
JC	Event_4158	Skipped Exon	chrX	-	ENSG00000165195	PIGA	2	Skipped Exon_2				0.256
JC	Event_4159	Skipped Exon	chrX	-	ENSG00000165195	PIGA	3	Skipped Exon_3				0.399
JCEC	Event_4159	Skipped Exon	chrX	-	ENSG00000165195	PIGA	3	Skipped Exon_3				0.399
JC	Event_3712	Skipped Exon	chr9	+	ENSG00000165219	GAPVD1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.171		
JCEC	Event_3712	Skipped Exon	chr9	+	ENSG00000165219	GAPVD1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.171		
JC	Event_2738	Skipped Exon	chr9	+	ENSG00000165233	CARD19	1	Skipped Exon_1	Unique to shRYBP vs Control		0.161	
JCEC	Event_2738	Skipped Exon	chr9	+	ENSG00000165233	CARD19	1	Skipped Exon_1	Unique to shRYBP vs Control		0.161	
JC	Event_1069	Mutually Exclusive Exon	chrX	+	ENSG00000165240	ATP7A	1	Mutually Exclusive Exon_1				0.177
JC	Event_2308	Skipped Exon	chrX	+	ENSG00000165240	ATP7A	1	Skipped Exon_1			0.285	-0.243
JCEC	Event_1198	Mutually Exclusive Exon	chrX	+	ENSG00000165240	ATP7A	2	Mutually Exclusive Exon_2				0.252
JCEC	Event_4716	Skipped Exon	chrX	+	ENSG00000165240	ATP7A	2	Skipped Exon_2			0.307	-0.279
JC	Event_3616	Skipped Exon	chrX	-	ENSG00000165259	HDX	1	Skipped Exon_1	Same Direction	0.105		0.144
JC	Event_922	Mutually Exclusive Exon	chrX	-	ENSG00000165259	HDX	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.442	
JCEC	Event_3616	Skipped Exon	chrX	-	ENSG00000165259	HDX	1	Skipped Exon_1	Same Direction	0.105		0.144
JCEC	Event_922	Mutually Exclusive Exon	chrX	-	ENSG00000165259	HDX	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.442	
JC	Event_4433	Skipped Exon	chr9	+	ENSG00000165275	TRMT10B	1	Skipped Exon_1				0.378
JC	Event_735	Alternative 3' Splice Site	chr9	+	ENSG00000165275	TRMT10B	1	Alternative 3' Splice Site_1				0.214
JCEC	Event_735	Alternative 3' Splice Site	chr9	+	ENSG00000165275	TRMT10B	1	Alternative 3' Splice Site_1				0.214
JC	Event_2726	Skipped Exon	chr9	+	ENSG00000165304	MELK	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.108	
JC	Event_3692	Skipped Exon	chr9	+	ENSG00000165304	MELK	2	Skipped Exon_2	Same Direction	0.181		0.197
JCEC	Event_2726	Skipped Exon	chr9	+	ENSG00000165304	MELK	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.108	
JCEC	Event_3692	Skipped Exon	chr9	+	ENSG00000165304	MELK	2	Skipped Exon_2	Same Direction	0.181		0.197
JC	Event_2674	Skipped Exon	chr8	+	ENSG00000165392	WRN	1	Skipped Exon_1	Unique to shRYBP vs Control		0.258	
JCEC	Event_4851	Skipped Exon	chr8	+	ENSG00000165392	WRN	2	Skipped Exon_2	Unique to shRYBP vs Control		0.258	
JC	Event_3508	Skipped Exon	chr13	-	ENSG00000165480	SKA3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.204		
JC	Event_3509	Skipped Exon	chr13	-	ENSG00000165480	SKA3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.136		
JCEC	Event_3509	Skipped Exon	chr13	-	ENSG00000165480	SKA3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.136		
JCEC	Event_5100	Skipped Exon	chr13	-	ENSG00000165480	SKA3	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.178		
JC	Event_2811	Skipped Exon	chr11	+	ENSG00000165490	DDIAS	1	Skipped Exon_1	Unique to shRYBP vs Control		0.223	
JC	Event_681	Alternative 3' Splice Site	chr11	+	ENSG00000165490	DDIAS	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.575		
JCEC	Event_2811	Skipped Exon	chr11	+	ENSG00000165490	DDIAS	1	Skipped Exon_1	Unique to shRYBP vs Control		0.223	
JCEC	Event_681	Alternative 3' Splice Site	chr11	+	ENSG00000165490	DDIAS	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.575		
JC	Event_2097	Skipped Exon	chr14	+	ENSG00000165533	TTC8	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.296	
JC	Event_537	Alternative 3' Splice Site	chr14	+	ENSG00000165533	TTC8	1	Alternative 3' Splice Site_1			-0.382	0.255
JCEC	Event_2097	Skipped Exon	chr14	+	ENSG00000165533	TTC8	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.296	
JCEC	Event_761	Alternative 3' Splice Site	chr14	+	ENSG00000165533	TTC8	2	Alternative 3' Splice Site_2	Unique to shRYBP vs Control		-0.35	
JC	Event_4472	Skipped Exon	chr10	-	ENSG00000165644	COMTD1	1	Skipped Exon_1				-0.105
JC	Event_4473	Skipped Exon	chr10	-	ENSG00000165644	COMTD1	2	Skipped Exon_2				-0.165
JCEC	Event_4472	Skipped Exon	chr10	-	ENSG00000165644	COMTD1	1	Skipped Exon_1				-0.105
JCEC	Event_4473	Skipped Exon	chr10	-	ENSG00000165644	COMTD1	2	Skipped Exon_2				-0.165
JC	Event_1022	Mutually Exclusive Exon	chrX	-	ENSG00000165675	ENOX2	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.177		
JC	Event_3630	Skipped Exon	chrX	-	ENSG00000165675	ENOX2	1	Skipped Exon_1	Same Direction	0.528		0.313
JCEC	Event_1022	Mutually Exclusive Exon	chrX	-	ENSG00000165675	ENOX2	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.177		
JCEC	Event_3630	Skipped Exon	chrX	-	ENSG00000165675	ENOX2	1	Skipped Exon_1	Same Direction	0.528		0.313
JC	Event_4229	Skipped Exon	chr9	-	ENSG00000165689	ENTR1	1	Skipped Exon_1				0.147
JCEC	Event_5315	Skipped Exon	chr9	-	ENSG00000165689	ENTR1	2	Skipped Exon_2				0.148
JC	Event_3713	Skipped Exon	chr9	-	ENSG00000165699	TSC1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.371		
JCEC	Event_3713	Skipped Exon	chr9	-	ENSG00000165699	TSC1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.371		
JCEC	Event_841	Alternative 3' Splice Site	chr9	-	ENSG00000165699	TSC1	1	Alternative 3' Splice Site_1				0.287
JC	Event_3824	Skipped Exon	chr14	+	ENSG00000165801	ARHGEF40	1	Skipped Exon_1	Same Direction	0.112		0.155
JC	Event_692	Alternative 3' Splice Site	chr14	+	ENSG00000165801	ARHGEF40	1	Alternative 3' Splice Site_1	Same Direction	0.18		0.235
JCEC	Event_3824	Skipped Exon	chr14	+	ENSG00000165801	ARHGEF40	1	Skipped Exon_1	Same Direction	0.112		0.155
JCEC	Event_475	Alternative 5' Splice Site	chr14	+	ENSG00000165801	ARHGEF40	1	Alternative 5' Splice Site_1	Same Direction	-0.171		-0.102
JCEC	Event_824	Alternative 3' Splice Site	chr14	+	ENSG00000165801	ARHGEF40	2	Alternative 3' Splice Site_2	Same Direction	0.2		0.278
JCEC	Event_847	Alternative 3' Splice Site	chr14	+	ENSG00000165801	ARHGEF40	3	Alternative 3' Splice Site_3				-0.104
JC	Event_3717	Skipped Exon	chr9	-	ENSG00000165802	NSMF	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.101		
JCEC	Event_3717	Skipped Exon	chr9	-	ENSG00000165802	NSMF	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.101		
JC	Event_2463	Skipped Exon	chr10	-	ENSG00000165868	HSPA12A	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.227	
JCEC	Event_2463	Skipped Exon	chr10	-	ENSG00000165868	HSPA12A	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.227	
JC	Event_2783	Skipped Exon	chr11	+	ENSG00000165915	SLC39A13	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.122	-0.114	
JCEC	Event_2783	Skipped Exon	chr11	+	ENSG00000165915	SLC39A13	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.122	-0.114	
JCEC	Event_1533	Retained Intron	chr14	-	ENSG00000165959	CLMN	1	Retained Intron_1	Unique to shRYBP vs Control		0.141	
JCEC	Event_756	Alternative 3' Splice Site	chr14	-	ENSG00000165959	CLMN	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	0.182	0.192	
JC	Event_2856	Skipped Exon	chr10	+	ENSG00000166024	R3HCC1L	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.117	
JCEC	Event_2856	Skipped Exon	chr10	+	ENSG00000166024	R3HCC1L	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.117	
JC	Event_4125	Skipped Exon	chr12	+	ENSG00000166046	TCP11L2	1	Skipped Exon_1				0.287
JCEC	Event_4125	Skipped Exon	chr12	+	ENSG00000166046	TCP11L2	1	Skipped Exon_1				0.287
JC	Event_1951	Skipped Exon	chr15	-	ENSG00000166073	GPR176	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.206	
JC	Event_1952	Skipped Exon	chr15	-	ENSG00000166073	GPR176	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.137	
JC	Event_3966	Skipped Exon	chr15	-	ENSG00000166073	GPR176	3	Skipped Exon_3				-0.285
JCEC	Event_1951	Skipped Exon	chr15	-	ENSG00000166073	GPR176	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.206	
JCEC	Event_1952	Skipped Exon	chr15	-	ENSG00000166073	GPR176	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.137	
JCEC	Event_5241	Skipped Exon	chr15	-	ENSG00000166073	GPR176	4	Skipped Exon_4				-0.247
JCEC	Event_5242	Skipped Exon	chr15	-	ENSG00000166073	GPR176	5	Skipped Exon_5				-0.154
JC	Event_3646	Skipped Exon	chr10	+	ENSG00000166167	BTRC	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.297		
JC	Event_3647	Skipped Exon	chr10	+	ENSG00000166167	BTRC	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.159		
JCEC	Event_3646	Skipped Exon	chr10	+	ENSG00000166167	BTRC	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.297		
JCEC	Event_3647	Skipped Exon	chr10	+	ENSG00000166167	BTRC	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.159		
JC	Event_3662	Skipped Exon	chr10	-	ENSG00000166169	POLL	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.483		
JC	Event_3663	Skipped Exon	chr10	-	ENSG00000166169	POLL	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.761		
JC	Event_4411	Skipped Exon	chr10	-	ENSG00000166169	POLL	3	Skipped Exon_3				0.115
JCEC	Event_1208	Mutually Exclusive Exon	chr10	-	ENSG00000166169	POLL	1	Mutually Exclusive Exon_1				-0.125
JCEC	Event_3663	Skipped Exon	chr10	-	ENSG00000166169	POLL	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.761		
JCEC	Event_5372	Skipped Exon	chr10	-	ENSG00000166169	POLL	4	Skipped Exon_4				0.328
JC	Event_159	Alternative 5' Splice Site	chr10	+	ENSG00000166171	DPCD	1	Alternative 5' Splice Site_1			-0.197	0.139
JCEC	Event_159	Alternative 5' Splice Site	chr10	+	ENSG00000166171	DPCD	1	Alternative 5' Splice Site_1			-0.197	0.139
JC	Event_307	Alternative 5' Splice Site	chr17	-	ENSG00000166260	COX11	1	Alternative 5' Splice Site_1				0.109
JC	Event_1340	Retained Intron	chr11	+	ENSG00000166333	ILK	1	Retained Intron_1			-0.427	0.19
JCEC	Event_1604	Retained Intron	chr11	+	ENSG00000166333	ILK	2	Retained Intron_2			-0.451	0.208
JCEC	Event_1157	Mutually Exclusive Exon	chr11	-	ENSG00000166340	TPP1	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.131	
JCEC	Event_1158	Mutually Exclusive Exon	chr11	-	ENSG00000166340	TPP1	2	Mutually Exclusive Exon_2	Unique to shRYBP vs Control		0.138	
JCEC	Event_1672	Retained Intron	chr11	-	ENSG00000166340	TPP1	1	Retained Intron_1	Same Direction	0.56		0.56
JC	Event_3700	Skipped Exon	chr10	-	ENSG00000166348	USP54	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.283		
JCEC	Event_5152	Skipped Exon	chr10	-	ENSG00000166348	USP54	2	Skipped Exon_2	Same Direction	0.243		0.132
JC	Event_2037	Skipped Exon	chr11	+	ENSG00000166402	TUB	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.195	-0.214	
