JuncType	Event_ID	Event_Group	GeneID	geneSymbol	Gene_Event_ID	DSE_Category	Control	shRING1A.B	shRYBP
JC	Event_4477	Skipped Exon	ENSG00000170482	SLC23A1	3			39	20
JC	Event_4478	Skipped Exon	ENSG00000171204	TMEM126B	1			234	237
JC	Event_4479	Skipped Exon	ENSG00000197555	SIPA1L1	1			16	27
JC	Event_4482	Skipped Exon	ENSG00000186174	BCL9L	1			271	208
JC	Event_4483	Skipped Exon	ENSG00000158402	CDC25C	1			44	58
JC	Event_4484	Skipped Exon	ENSG00000047634	SCML1	4			49	123
JC	Event_4485	Skipped Exon	ENSG00000150433	TMEM218	4			163	205
JC	Event_4486	Skipped Exon	ENSG00000139620	KANSL2	1			162	152
JC	Event_4487	Skipped Exon	ENSG00000148481	MINDY3	2			151	80
JC	Event_4488	Skipped Exon	ENSG00000095794	CREM	4			45	21
JC	Event_4489	Skipped Exon	ENSG00000163249	CCNYL1	1			50	58
JC	Event_4490	Skipped Exon	ENSG00000222009	BTBD19	2			73	24
JC	Event_4491	Skipped Exon	ENSG00000173210	ABLIM3	1			520	524
JC	Event_4492	Skipped Exon	ENSG00000221817	PPP3CB-AS1	2			9	13
JC	Event_4493	Skipped Exon	ENSG00000221817	PPP3CB-AS1	3			9	12
JC	Event_4494	Skipped Exon	ENSG00000108175	ZMIZ1	1			238	127
JC	Event_4495	Skipped Exon	ENSG00000133678	TMEM254	1			36	18
JC	Event_4496	Skipped Exon	ENSG00000023191	RNH1	2			1919	1883
JC	Event_4497	Skipped Exon	ENSG00000265479	DTX2P1-UPK3BP1-PMS2P11	1			52	28
JC	Event_4498	Skipped Exon	ENSG00000269609	RPARP-AS1	2			55	30
JC	Event_4499	Skipped Exon	ENSG00000138111	MFSD13A	1			232	212
JC	Event_45	Alternative 5' Splice Site	ENSG00000184584	TMEM173	2	Unique to shRYBP vs Control	180		179
JC	Event_4500	Skipped Exon	ENSG00000197535	MYO5A	2			87	83
JC	Event_4501	Skipped Exon	ENSG00000180229	HERC2P3	1			24	12
JC	Event_4502	Skipped Exon	ENSG00000119979	FAM45A	4			9	20
JC	Event_4503	Skipped Exon	ENSG00000175029	CTBP2	3			27	23
JC	Event_4504	Skipped Exon	ENSG00000107938	EDRF1	1			88	116
JC	Event_4505	Skipped Exon	ENSG00000215039	CD27-AS1	1			84	29
JC	Event_4506	Skipped Exon	ENSG00000010626	LRRC23	2			147	160
JC	Event_4507	Skipped Exon	ENSG00000010626	LRRC23	3			94	44
JC	Event_4509	Skipped Exon	ENSG00000139112	GABARAPL1	1			92	53
JC	Event_4510	Skipped Exon	ENSG00000284770	TBCE	1			24	41
JC	Event_4511	Skipped Exon	ENSG00000110888	CAPRIN2	3			55	36
JC	Event_4512	Skipped Exon	ENSG00000110888	CAPRIN2	4			67	45
JC	Event_4513	Skipped Exon	ENSG00000110888	CAPRIN2	5			32	19
JC	Event_4514	Skipped Exon	ENSG00000109685	NSD2	2			60	63
JC	Event_4515	Skipped Exon	ENSG00000100889	PCK2	1			914	665
JC	Event_4516	Skipped Exon	ENSG00000174233	ADCY6	1			169	126
JC	Event_4517	Skipped Exon	ENSG00000135476	ESPL1	1			173	187
JC	Event_4518	Skipped Exon	ENSG00000157538	VPS26C	2			45	60
JC	Event_4519	Skipped Exon	ENSG00000242516	LINC00960	2			134	140
JC	Event_4520	Skipped Exon	ENSG00000119242	CCDC92	1			28	31
JC	Event_4521	Skipped Exon	ENSG00000119242	CCDC92	2			205	189
JC	Event_4522	Skipped Exon	ENSG00000127314	RAP1B	1			59	79
JC	Event_4523	Skipped Exon	ENSG00000105221	AKT2	2			17	14
JC	Event_4525	Skipped Exon	ENSG00000135740	SLC9A5	2			32	9
JC	Event_4526	Skipped Exon	ENSG00000028203	VEZT	2			27	44
JC	Event_4527	Skipped Exon	ENSG00000184162	NR2C2AP	1			454	438
JC	Event_4528	Skipped Exon	ENSG00000111785	RIC8B	1			79	56
JC	Event_4529	Skipped Exon	ENSG00000136003	ISCU	1			25	13
JC	Event_4530	Skipped Exon	ENSG00000090006	LTBP4	2			1040	626
JC	Event_4531	Skipped Exon	ENSG00000196498	NCOR2	2			604	582
JC	Event_4532	Skipped Exon	ENSG00000151849	CENPJ	1			23	63
JC	Event_4533	Skipped Exon	ENSG00000132970	WASF3	1			65	95
JC	Event_4534	Skipped Exon	ENSG00000117226	GBP3	1			152	136
JC	Event_4535	Skipped Exon	ENSG00000133104	SPART	1			324	373
JC	Event_4536	Skipped Exon	ENSG00000136153	LMO7	2			79	24
JC	Event_4537	Skipped Exon	ENSG00000139793	MBNL2	2			331	451
JC	Event_4539	Skipped Exon	ENSG00000198925	ATG9A	1			14	11
JC	Event_4540	Skipped Exon	ENSG00000198925	ATG9A	2			293	192
JC	Event_4541	Skipped Exon	ENSG00000198925	ATG9A	3			42	33
JC	Event_4543	Skipped Exon	ENSG00000139974	SLC38A6	1			74	62
JC	Event_4544	Skipped Exon	ENSG00000119688	ABCD4	5			35	14
JC	Event_4545	Skipped Exon	ENSG00000119688	ABCD4	6			171	150
JC	Event_4546	Skipped Exon	ENSG00000160190	SLC37A1	1			48	30
JC	Event_46	Alternative 5' Splice Site	ENSG00000155329	ZCCHC10	1	Common to shRING1A.B and shRYBP	204	229	83
JC	Event_47	Alternative 5' Splice Site	ENSG00000065357	DGKA	2	Unique to shRYBP vs Control	130		112
JC	Event_49	Alternative 5' Splice Site	ENSG00000100416	TRMU	1	Common to shRING1A.B and shRYBP	321	225	267
JC	Event_5	Alternative 5' Splice Site	ENSG00000170949	ZNF160	1	Unique to shRYBP vs Control	20		21
JC	Event_50	Alternative 5' Splice Site	ENSG00000005206	SPPL2B	1	Common to shRING1A.B and shRYBP	47	140	75
JC	Event_505	Alternative 3' Splice Site	ENSG00000159267	HLCS	1		18	19	15
JC	Event_506	Alternative 3' Splice Site	ENSG00000128159	TUBGCP6	1	Unique to shRYBP vs Control	19		21
JC	Event_507	Alternative 3' Splice Site	ENSG00000100325	ASCC2	1	Unique to shRYBP vs Control	150		184
JC	Event_508	Alternative 3' Splice Site	ENSG00000182944	EWSR1	1	Unique to shRYBP vs Control	74		65
JC	Event_509	Alternative 3' Splice Site	ENSG00000181027	FKRP	1	Unique to shRYBP vs Control	26		21
JC	Event_510	Alternative 3' Splice Site	ENSG00000166845	C18orf54	1	Common to shRING1A.B and shRYBP	13	15	48
JC	Event_511	Alternative 3' Splice Site	ENSG00000099956	SMARCB1	1		409	510	389
JC	Event_512	Alternative 3' Splice Site	ENSG00000141560	FN3KRP	1	Unique to shRYBP vs Control	23		15
JC	Event_513	Alternative 3' Splice Site	ENSG00000108433	GOSR2	1	Unique to shRYBP vs Control	21		42
JC	Event_514	Alternative 3' Splice Site	ENSG00000108433	GOSR2	2		22	35	43
JC	Event_515	Alternative 3' Splice Site	ENSG00000177302	TOP3A	1	Unique to shRYBP vs Control	49		32
JC	Event_516	Alternative 3' Splice Site	ENSG00000177302	TOP3A	2	Unique to shRYBP vs Control	154		135
JC	Event_517	Alternative 3' Splice Site	ENSG00000170037	CNTROB	1	Unique to shRYBP vs Control	42		35
JC	Event_518	Alternative 3' Splice Site	ENSG00000205084	TMEM231	1	Unique to shRYBP vs Control	29		26
JC	Event_519	Alternative 3' Splice Site	ENSG00000124120	TTPAL	1	Unique to shRYBP vs Control	112		117
JC	Event_52	Alternative 5' Splice Site	ENSG00000121210	TMEM131L	1	Common to shRING1A.B and shRYBP	42	32	18
JC	Event_520	Alternative 3' Splice Site	ENSG00000162104	ADCY9	1	Unique to shRYBP vs Control	106		120
JC	Event_521	Alternative 3' Splice Site	ENSG00000007384	RHBDF1	1		57	85	75
JC	Event_522	Alternative 3' Splice Site	ENSG00000177082	WDR73	1	Unique to shRYBP vs Control	199		204
JC	Event_523	Alternative 3' Splice Site	ENSG00000171763	SPATA5L1	1	Unique to shRYBP vs Control	110		72
JC	Event_524	Alternative 3' Splice Site	ENSG00000154237	LRRK1	1	Unique to shRYBP vs Control	102		139
JC	Event_525	Alternative 3' Splice Site	ENSG00000206149	HERC2P9	1	Common to shRING1A.B and shRYBP	26	24	36
JC	Event_526	Alternative 3' Splice Site	ENSG00000022976	ZNF839	1	Unique to shRYBP vs Control	21		26
JC	Event_527	Alternative 3' Splice Site	ENSG00000171469	ZNF561	1	Unique to shRYBP vs Control	133		102
JC	Event_528	Alternative 3' Splice Site	ENSG00000125459	MSTO1	1	Unique to shRYBP vs Control	20		30
JC	Event_529	Alternative 3' Splice Site	ENSG00000174652	ZNF266	1		12	14	5
JC	Event_53	Alternative 5' Splice Site	ENSG00000137817	PARP6	1	Unique to shRYBP vs Control	221		174
JC	Event_530	Alternative 3' Splice Site	ENSG00000156345	CDK20	1		49	50	50
JC	Event_531	Alternative 3' Splice Site	ENSG00000113721	PDGFRB	1	Unique to shRYBP vs Control	71		77
JC	Event_532	Alternative 3' Splice Site	ENSG00000134644	PUM1	1	Unique to shRYBP vs Control	261		266
JC	Event_533	Alternative 3' Splice Site	ENSG00000065357	DGKA	1	Unique to shRYBP vs Control	129		115
JC	Event_534	Alternative 3' Splice Site	ENSG00000106052	TAX1BP1	1	Unique to shRYBP vs Control	61		51
JC	Event_535	Alternative 3' Splice Site	ENSG00000224786	CETN4P	1	Common to shRING1A.B and shRYBP	15	27	32
JC	Event_536	Alternative 3' Splice Site	ENSG00000285437	POLR2J3	1		61	68	31
JC	Event_537	Alternative 3' Splice Site	ENSG00000165533	TTC8	1		119	169	96
JC	Event_538	Alternative 3' Splice Site	ENSG00000163629	PTPN13	1	Common to shRING1A.B and shRYBP	59	99	46
JC	Event_539	Alternative 3' Splice Site	ENSG00000255152	MSH5-SAPCD1	1	Unique to shRYBP vs Control	54		49
JC	Event_54	Alternative 5' Splice Site	ENSG00000244486	SCARF2	1		35	22	18
JC	Event_540	Alternative 3' Splice Site	ENSG00000133422	MORC2	1	Unique to shRYBP vs Control	199		199
JC	Event_542	Alternative 3' Splice Site	ENSG00000144747	TMF1	1	Common to shRING1A.B and shRYBP	31	52	54
JC	Event_543	Alternative 3' Splice Site	ENSG00000125375	ATP5S	1	Common to shRING1A.B and shRYBP	25	54	60
JC	Event_544	Alternative 3' Splice Site	ENSG00000221978	CCNL2	1	Unique to shRYBP vs Control	245		226
JC	Event_545	Alternative 3' Splice Site	ENSG00000129933	MAU2	1		171	265	231
JC	Event_546	Alternative 3' Splice Site	ENSG00000144730	IL17RD	1	Unique to shRYBP vs Control	23		27
JC	Event_547	Alternative 3' Splice Site	ENSG00000106400	ZNHIT1	1	Unique to shRYBP vs Control	175		172
JC	Event_549	Alternative 3' Splice Site	ENSG00000120913	PDLIM2	1	Common to shRING1A.B and shRYBP	42	30	32
JC	Event_55	Alternative 5' Splice Site	ENSG00000106692	FKTN	1	Common to shRING1A.B and shRYBP	38	48	51
JC	Event_550	Alternative 3' Splice Site	ENSG00000172965	MIR4435-2HG	1	Unique to shRYBP vs Control	187		139
JC	Event_551	Alternative 3' Splice Site	ENSG00000084636	COL16A1	1	Common to shRING1A.B and shRYBP	9	20	29
JC	Event_552	Alternative 3' Splice Site	ENSG00000159214	CCDC24	1		72	100	64
JC	Event_553	Alternative 3' Splice Site	ENSG00000161618	ALDH16A1	1	Unique to shRYBP vs Control	88		94
JC	Event_554	Alternative 3' Splice Site	ENSG00000177200	CHD9	1	Unique to shRYBP vs Control	92		115
JC	Event_555	Alternative 3' Splice Site	ENSG00000117616	RSRP1	1	Unique to shRYBP vs Control	76		87
JC	Event_556	Alternative 3' Splice Site	ENSG00000197056	ZMYM1	1	Common to shRING1A.B and shRYBP	75	109	100
JC	Event_557	Alternative 3' Splice Site	ENSG00000126091	ST3GAL3	1		61	64	40
JC	Event_558	Alternative 3' Splice Site	ENSG00000111653	ING4	1		103	104	111
JC	Event_559	Alternative 3' Splice Site	ENSG00000132781	MUTYH	1	Unique to shRYBP vs Control	73		54
JC	Event_56	Alternative 5' Splice Site	ENSG00000125089	SH3TC1	2	Common to shRING1A.B and shRYBP	42	107	45
JC	Event_560	Alternative 3' Splice Site	ENSG00000171163	ZNF692	1	Unique to shRYBP vs Control	170		140
JC	Event_561	Alternative 3' Splice Site	ENSG00000197989	SNHG12	1	Common to shRING1A.B and shRYBP	207	194	141
JC	Event_562	Alternative 3' Splice Site	ENSG00000117450	PRDX1	1	Unique to shRYBP vs Control	219		195
JC	Event_563	Alternative 3' Splice Site	ENSG00000215883	CYB5RL	1	Common to shRING1A.B and shRYBP	42	67	60
JC	Event_564	Alternative 3' Splice Site	ENSG00000170222	ADPRM	1	Unique to shRYBP vs Control	116		97
JC	Event_565	Alternative 3' Splice Site	ENSG00000115687	PASK	1		36	54	60
JC	Event_566	Alternative 3' Splice Site	ENSG00000116857	TMEM9	1	Unique to shRYBP vs Control	43		71
JC	Event_567	Alternative 3' Splice Site	ENSG00000285756	BX890604.2	1		14	20	24
JC	Event_568	Alternative 3' Splice Site	ENSG00000115282	TTC31	1	Common to shRING1A.B and shRYBP	25	11	17
JC	Event_569	Alternative 3' Splice Site	ENSG00000168890	TMEM150A	1	Unique to shRYBP vs Control	99		69
JC	Event_57	Alternative 5' Splice Site	ENSG00000087266	SH3BP2	2	Unique to shRYBP vs Control	368		364
JC	Event_570	Alternative 3' Splice Site	ENSG00000148303	RPL7A	1	Unique to shRYBP vs Control	144		109
JC	Event_571	Alternative 3' Splice Site	ENSG00000223960	AC009948.1	1	Unique to shRYBP vs Control	50		77
JC	Event_572	Alternative 3' Splice Site	ENSG00000135838	NPL	1	Common to shRING1A.B and shRYBP	24	69	45
JC	Event_573	Alternative 3' Splice Site	ENSG00000115762	PLEKHB2	1		203	211	236
JC	Event_575	Alternative 3' Splice Site	ENSG00000163848	ZNF148	1	Unique to shRYBP vs Control	27		29
JC	Event_576	Alternative 3' Splice Site	ENSG00000102125	TAZ	1	Unique to shRYBP vs Control	154		180
JC	Event_577	Alternative 3' Splice Site	ENSG00000072195	SPEG	1	Common to shRING1A.B and shRYBP	16	34	26
JC	Event_578	Alternative 3' Splice Site	ENSG00000169247	SH3TC2	1	Common to shRING1A.B and shRYBP	5	54	25
JC	Event_579	Alternative 3' Splice Site	ENSG00000168385	SEPT2	1		16	33	13
JC	Event_58	Alternative 5' Splice Site	ENSG00000068650	ATP11A	2	Unique to shRYBP vs Control	41		85
JC	Event_581	Alternative 3' Splice Site	ENSG00000114745	GORASP1	1	Unique to shRYBP vs Control	8		14
JC	Event_582	Alternative 3' Splice Site	ENSG00000118058	KMT2A	1	Common to shRING1A.B and shRYBP	30	25	36
JC	Event_583	Alternative 3' Splice Site	ENSG00000198315	ZKSCAN8	1	Common to shRING1A.B and shRYBP	36	39	44
JC	Event_584	Alternative 3' Splice Site	ENSG00000179818	PCBP1-AS1	1	Unique to shRYBP vs Control	6		13
JC	Event_585	Alternative 3' Splice Site	ENSG00000128596	CCDC136	1	Unique to shRYBP vs Control	45		50
JC	Event_586	Alternative 3' Splice Site	ENSG00000006534	ALDH3B1	1		609	1055	663
JC	Event_587	Alternative 3' Splice Site	ENSG00000141380	SS18	1	Unique to shRYBP vs Control	28		24
JC	Event_588	Alternative 3' Splice Site	ENSG00000111305	GSG1	1	Unique to shRYBP vs Control	64		51
JC	Event_589	Alternative 3' Splice Site	ENSG00000111203	ITFG2	1	Unique to shRYBP vs Control	88		69
JC	Event_59	Alternative 5' Splice Site	ENSG00000068650	ATP11A	3	Common to shRING1A.B and shRYBP	47		98
JC	Event_590	Alternative 3' Splice Site	ENSG00000183401	CCDC159	1	Common to shRING1A.B and shRYBP	19	31	48
JC	Event_591	Alternative 3' Splice Site	ENSG00000258388	PPT2-EGFL8	1	Common to shRING1A.B and shRYBP	15	11	7
JC	Event_592	Alternative 3' Splice Site	ENSG00000104763	ASAH1	1	Unique to shRYBP vs Control	52		31
JC	Event_593	Alternative 3' Splice Site	ENSG00000104763	ASAH1	2	Unique to shRYBP vs Control	50		29
JC	Event_594	Alternative 3' Splice Site	ENSG00000104763	ASAH1	3	Unique to shRYBP vs Control	50		26
JC	Event_595	Alternative 3' Splice Site	ENSG00000107864	CPEB3	1	Unique to shRYBP vs Control	11		29
JC	Event_596	Alternative 3' Splice Site	ENSG00000254166	CASC19	1	Unique to shRYBP vs Control	94		91
JC	Event_597	Alternative 3' Splice Site	ENSG00000249859	PVT1	1	Unique to shRYBP vs Control	45		40
JC	Event_598	Alternative 3' Splice Site	ENSG00000115459	ELMOD3	1	Unique to shRYBP vs Control	50		70
JC	Event_599	Alternative 3' Splice Site	ENSG00000163378	EOGT	1	Unique to shRYBP vs Control	37		34
JC	Event_6	Alternative 5' Splice Site	ENSG00000104872	PIH1D1	1	Unique to shRYBP vs Control	26		36
JC	Event_60	Alternative 5' Splice Site	ENSG00000262481	TMEM256-PLSCR3	2		6	8	9
JC	Event_600	Alternative 3' Splice Site	ENSG00000163378	EOGT	2	Unique to shRYBP vs Control	49		42
JC	Event_601	Alternative 3' Splice Site	ENSG00000283154	IQCJ-SCHIP1	1	Common to shRING1A.B and shRYBP	241	155	295
JC	Event_603	Alternative 3' Splice Site	ENSG00000136811	ODF2	1		170	195	157
JC	Event_604	Alternative 3' Splice Site	ENSG00000136811	ODF2	2		68	65	65
JC	Event_605	Alternative 3' Splice Site	ENSG00000133816	MICAL2	1	Unique to shRYBP vs Control	10		10
JC	Event_607	Alternative 3' Splice Site	ENSG00000266173	STRADA	1		129	130	115
JC	Event_608	Alternative 3' Splice Site	ENSG00000198561	CTNND1	1	Common to shRING1A.B and shRYBP	22	42	36
JC	Event_609	Alternative 3' Splice Site	ENSG00000168002	POLR2G	1	Unique to shRYBP vs Control	117		89
JC	Event_61	Alternative 5' Splice Site	ENSG00000262481	TMEM256-PLSCR3	3		5	11	13
JC	Event_610	Alternative 3' Splice Site	ENSG00000196323	ZBTB44	1	Unique to shRYBP vs Control	59		62
JC	Event_611	Alternative 3' Splice Site	ENSG00000189164	ZNF527	1	Common to shRING1A.B and shRYBP	28	25	24
JC	Event_612	Alternative 3' Splice Site	ENSG00000055950	MRPL43	1		100	109	30
JC	Event_613	Alternative 3' Splice Site	ENSG00000173868	PHOSPHO1	1	Unique to shRYBP vs Control	46		50
JC	Event_616	Alternative 3' Splice Site	ENSG00000075089	ACTR6	1	Unique to shRYBP vs Control	82		91
JC	Event_617	Alternative 3' Splice Site	ENSG00000131966	ACTR10	1	Common to shRING1A.B and shRYBP	16	25	21
JC	Event_618	Alternative 3' Splice Site	ENSG00000123427	EEF1AKMT3	1	Unique to shRYBP vs Control	36		46
JC	Event_619	Alternative 3' Splice Site	ENSG00000228315	GUSBP11	1	Unique to shRING1A.B vs Control	18	30	
JC	Event_62	Alternative 5' Splice Site	ENSG00000114127	XRN1	1	Unique to shRYBP vs Control	30		52
JC	Event_620	Alternative 3' Splice Site	ENSG00000142541	RPL13A	1	Same Direction	41	72	63
JC	Event_621	Alternative 3' Splice Site	ENSG00000270011	ZNF559-ZNF177	1	Unique to shRING1A.B vs Control	17	39	
JC	Event_622	Alternative 3' Splice Site	ENSG00000000419	DPM1	1	Unique to shRING1A.B vs Control	255	184	
JC	Event_623	Alternative 3' Splice Site	ENSG00000061656	SPAG4	1	Same Direction	20	42	16
JC	Event_624	Alternative 3' Splice Site	ENSG00000101365	IDH3B	1	Same Direction	707	709	715
JC	Event_626	Alternative 3' Splice Site	ENSG00000185624	P4HB	1	Unique to shRING1A.B vs Control	33	36	
JC	Event_627	Alternative 3' Splice Site	ENSG00000125454	SLC25A19	1	Same Direction	169	131	134
JC	Event_628	Alternative 3' Splice Site	ENSG00000125454	SLC25A19	2	Same Direction	82	40	71
JC	Event_629	Alternative 3' Splice Site	ENSG00000100038	TOP3B	1	Unique to shRING1A.B vs Control	22	22	
JC	Event_63	Alternative 5' Splice Site	ENSG00000153914	SREK1	2		19	42	45
JC	Event_630	Alternative 3' Splice Site	ENSG00000214719	SMURF2P1-LRRC37BP1	1	Unique to shRING1A.B vs Control	51	55	
JC	Event_631	Alternative 3' Splice Site	ENSG00000170004	CHD3	1	Same Direction	297	403	340
JC	Event_632	Alternative 3' Splice Site	ENSG00000197912	SPG7	1	Unique to shRING1A.B vs Control	35	46	
JC	Event_633	Alternative 3' Splice Site	ENSG00000197912	SPG7	2	Same Direction	84	74	45
JC	Event_634	Alternative 3' Splice Site	ENSG00000091262	ABCC6	1	Unique to shRING1A.B vs Control	9	58	
JC	Event_635	Alternative 3' Splice Site	ENSG00000115760	BIRC6	1	Unique to shRING1A.B vs Control	52	38	
JC	Event_636	Alternative 3' Splice Site	ENSG00000250462	LRRC37BP1	1	Unique to shRING1A.B vs Control	56	85	
JC	Event_637	Alternative 3' Splice Site	ENSG00000102100	SLC35A2	1	Unique to shRING1A.B vs Control	317	337	
JC	Event_638	Alternative 3' Splice Site	ENSG00000049656	CLPTM1L	1	Unique to shRING1A.B vs Control	46	42	
JC	Event_639	Alternative 3' Splice Site	ENSG00000167995	BEST1	1	Unique to shRING1A.B vs Control	27	29	
JC	Event_640	Alternative 3' Splice Site	ENSG00000174373	RALGAPA1	1	Unique to shRING1A.B vs Control	7	29	
JC	Event_641	Alternative 3' Splice Site	ENSG00000176261	ZBTB8OS	1	Unique to shRING1A.B vs Control	414	400	
JC	Event_642	Alternative 3' Splice Site	ENSG00000111325	OGFOD2	1	Same Direction	38	58	34
JC	Event_643	Alternative 3' Splice Site	ENSG00000144591	GMPPA	1	Unique to shRING1A.B vs Control	210	295	
JC	Event_644	Alternative 3' Splice Site	ENSG00000147121	KRBOX4	1	Unique to shRING1A.B vs Control	14	11	
JC	Event_645	Alternative 3' Splice Site	ENSG00000156983	BRPF1	1	Unique to shRING1A.B vs Control	418	476	
JC	Event_646	Alternative 3' Splice Site	ENSG00000167962	ZNF598	1	Unique to shRING1A.B vs Control	575	446	
JC	Event_648	Alternative 3' Splice Site	ENSG00000156463	SH3RF2	1	Unique to shRING1A.B vs Control	85	93	
JC	Event_649	Alternative 3' Splice Site	ENSG00000112739	PRPF4B	1	Unique to shRING1A.B vs Control	110	83	
JC	Event_65	Alternative 5' Splice Site	ENSG00000182504	CEP97	2	Common to shRING1A.B and shRYBP	37	45	61
JC	Event_650	Alternative 3' Splice Site	ENSG00000156873	PHKG2	1	Unique to shRING1A.B vs Control	131	180	
JC	Event_651	Alternative 3' Splice Site	ENSG00000179335	CLK3	1	Unique to shRING1A.B vs Control	505	646	
JC	Event_652	Alternative 3' Splice Site	ENSG00000225697	SLC26A6	1	Unique to shRING1A.B vs Control	107	202	
JC	Event_653	Alternative 3' Splice Site	ENSG00000033867	SLC4A7	1	Same Direction	235	171	229
JC	Event_654	Alternative 3' Splice Site	ENSG00000115234	SNX17	1	Unique to shRING1A.B vs Control	57	64	
JC	Event_655	Alternative 3' Splice Site	ENSG00000064205	WISP2	1	Same Direction	7	25	20
JC	Event_656	Alternative 3' Splice Site	ENSG00000122481	RWDD3	1	Unique to shRING1A.B vs Control	42	43	
JC	Event_657	Alternative 3' Splice Site	ENSG00000223960	AC009948.1	2	Same Direction	13	18	14
JC	Event_658	Alternative 3' Splice Site	ENSG00000197037	ZSCAN25	1	Unique to shRING1A.B vs Control	98	165	
JC	Event_659	Alternative 3' Splice Site	ENSG00000006432	MAP3K9	1	Unique to shRING1A.B vs Control	67	67	
JC	Event_66	Alternative 5' Splice Site	ENSG00000099330	OCEL1	1	Common to shRING1A.B and shRYBP	103	140	70
JC	Event_660	Alternative 3' Splice Site	ENSG00000103253	HAGHL	1	Unique to shRING1A.B vs Control	11	20	
JC	Event_661	Alternative 3' Splice Site	ENSG00000103253	HAGHL	2	Unique to shRING1A.B vs Control	135	188	
JC	Event_663	Alternative 3' Splice Site	ENSG00000115677	HDLBP	1	Same Direction	86	97	95
JC	Event_664	Alternative 3' Splice Site	ENSG00000115677	HDLBP	2	Same Direction	32	28	38
JC	Event_665	Alternative 3' Splice Site	ENSG00000006634	DBF4	1	Unique to shRING1A.B vs Control	125	80	
JC	Event_666	Alternative 3' Splice Site	ENSG00000136273	HUS1	1	Same Direction	62	52	54
JC	Event_667	Alternative 3' Splice Site	ENSG00000086730	LAT2	1	Unique to shRING1A.B vs Control	16	8	
JC	Event_669	Alternative 3' Splice Site	ENSG00000169660	HEXDC	1	Unique to shRING1A.B vs Control	72	94	
JC	Event_67	Alternative 5' Splice Site	ENSG00000213185	FAM24B	1		162	128	137
JC	Event_670	Alternative 3' Splice Site	ENSG00000077063	CTTNBP2	1	Unique to shRING1A.B vs Control	22	48	
JC	Event_671	Alternative 3' Splice Site	ENSG00000100483	VCPKMT	1	Unique to shRING1A.B vs Control	41	39	
JC	Event_673	Alternative 3' Splice Site	ENSG00000188917	TRMT2B	1	Same Direction	53	61	58
JC	Event_674	Alternative 3' Splice Site	ENSG00000254685	FPGT	1	Same Direction	114	95	98
JC	Event_675	Alternative 3' Splice Site	ENSG00000116580	GON4L	1	Unique to shRING1A.B vs Control	114	105	
JC	Event_676	Alternative 3' Splice Site	ENSG00000213930	GALT	1	Unique to shRING1A.B vs Control	213	287	
JC	Event_677	Alternative 3' Splice Site	ENSG00000198208	RPS6KL1	1	Same Direction	16	10	13
JC	Event_678	Alternative 3' Splice Site	ENSG00000198000	NOL8	1	Same Direction	52	31	40
JC	Event_679	Alternative 3' Splice Site	ENSG00000133943	DGLUCY	1	Unique to shRING1A.B vs Control	62	105	
JC	Event_68	Alternative 5' Splice Site	ENSG00000214049	UCA1	1	Unique to shRYBP vs Control	38		25
JC	Event_680	Alternative 3' Splice Site	ENSG00000172663	TMEM134	1	Unique to shRING1A.B vs Control	31	15	
JC	Event_681	Alternative 3' Splice Site	ENSG00000165490	DDIAS	1	Unique to shRING1A.B vs Control	26	9	
JC	Event_683	Alternative 3' Splice Site	ENSG00000148498	PARD3	1	Unique to shRING1A.B vs Control	35	37	
JC	Event_684	Alternative 3' Splice Site	ENSG00000103024	NME3	1	Same Direction	19	13	23
JC	Event_685	Alternative 3' Splice Site	ENSG00000148824	MTG1	1	Unique to shRING1A.B vs Control	44	41	
JC	Event_686	Alternative 3' Splice Site	ENSG00000139116	KIF21A	1	Unique to shRING1A.B vs Control	78	130	
JC	Event_687	Alternative 3' Splice Site	ENSG00000123415	SMUG1	1	Unique to shRING1A.B vs Control	17	38	
JC	Event_688	Alternative 3' Splice Site	ENSG00000127328	RAB3IP	1	Same Direction	54	39	45
JC	Event_689	Alternative 3' Splice Site	ENSG00000139350	NEDD1	1	Unique to shRING1A.B vs Control	95	139	
JC	Event_69	Alternative 5' Splice Site	ENSG00000160298	C21orf58	2	Common to shRING1A.B and shRYBP	36	30	35
JC	Event_690	Alternative 3' Splice Site	ENSG00000228889	UBAC2-AS1	1	Unique to shRING1A.B vs Control	154	127	
JC	Event_691	Alternative 3' Splice Site	ENSG00000124496	TRERF1	1	Unique to shRING1A.B vs Control	42	98	
JC	Event_692	Alternative 3' Splice Site	ENSG00000165801	ARHGEF40	1	Same Direction	273	381	279
JC	Event_694	Alternative 3' Splice Site	ENSG00000061656	SPAG4	2			118	39
JC	Event_695	Alternative 3' Splice Site	ENSG00000166845	C18orf54	2			4	42
JC	Event_696	Alternative 3' Splice Site	ENSG00000108506	INTS2	1			134	98
JC	Event_697	Alternative 3' Splice Site	ENSG00000133030	MPRIP	1			551	501
JC	Event_698	Alternative 3' Splice Site	ENSG00000077235	GTF3C1	1			712	555
JC	Event_699	Alternative 3' Splice Site	ENSG00000122390	NAA60	1			11	12
JC	Event_7	Alternative 5' Splice Site	ENSG00000128000	ZNF780B	1	Common to shRING1A.B and shRYBP	44	53	28
JC	Event_70	Alternative 5' Splice Site	ENSG00000221978	CCNL2	2	Unique to shRYBP vs Control	233		271
JC	Event_700	Alternative 3' Splice Site	ENSG00000242612	DECR2	1			20	7
