Event_ID	Event_Type	ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	comparison	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	riExonStart_0base	riExonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	Event_Group	JuncType	Gene_Event_ID	Gene_Event_Type	DSE_Category
Event_2708	se_jc	63237	ENSG00000153317	ASAP1	chr8	-	130358016	130358143	130236921	130236994	130401884	130401970	130,97,157	20,10,15	124,134,134	0,0,16	276	149	0.000234231622174	0.0123613628951931	0.778,0.84,0.85	1.0,1.0,0.819	-0.117	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2708	se_jcec	63237	ENSG00000153317	ASAP1	chr8	-	130358016	130358143	130236921	130236994	130401884	130401970	130,97,157	20,10,15	124,134,134	0,0,16	276	149	0.000234231622174	0.0120940916636814	0.778,0.84,0.85	1.0,1.0,0.819	-0.117	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2709	se_jc	63271	ENSG00000184156	KCNQ3	chr8	-	132172597	132172693	132170333	132170428	132174238	132174349	18,11,12	13,1,0	17,11,12	0,1,0	245	149	0.000252117853943	0.0130830903661371	0.457,0.87,1.0	1.0,0.87,1.0	-0.181	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2709	se_jc	64117	ENSG00000184156	KCNQ3	chr8	-	132172597	132172693	132170333	132170428	132174238	132174349	18,11,12	13,1,0	18,26,31	0,0,1	245	149	7.01639132052e-05	0.00543072538080029	0.457,0.87,1.0	1.0,1.0,0.95	-0.208	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2709	se_jcec	63271	ENSG00000184156	KCNQ3	chr8	-	132172597	132172693	132170333	132170428	132174238	132174349	18,11,12	13,1,0	17,11,12	0,1,0	245	149	0.000252117853943	0.012805553399081	0.457,0.87,1.0	1.0,0.87,1.0	-0.181	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2709	se_jcec	64117	ENSG00000184156	KCNQ3	chr8	-	132172597	132172693	132170333	132170428	132174238	132174349	18,11,12	13,1,0	18,26,31	0,0,1	245	149	7.01639132052e-05	0.00545497957301937	0.457,0.87,1.0	1.0,1.0,0.95	-0.208	Control_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_271	a3ss_jc	6886	ENSG00000114745	GORASP1	chr3	-							58,55,66	14,4,12	72,65,79	4,6,0	198	149	0.000297603345179	0.0130707389202617	0.757,0.912,0.805	0.931,0.891,1.0	-0.116	Control_vs_shRING1A.B	39100304	39100503	39100304	39100454	39100746	39100877							Alternative 5' Splice Site	JC	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control
Event_271	a3ss_jcec	6886	ENSG00000114745	GORASP1	chr3	-							58,55,66	14,4,12	72,65,79	4,6,0	198	149	0.000297603345179	0.0122779980095411	0.757,0.912,0.805	0.931,0.891,1.0	-0.116	Control_vs_shRING1A.B	39100304	39100503	39100304	39100454	39100746	39100877							Alternative 5' Splice Site	JCEC	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control
Event_2710	se_jc	63346	ENSG00000105339	DENND3	chr8	+	141163332	141163429	141160631	141160787	141165185	141165289	33,33,32	1,2,9	36,61,50	0,0,1	246	149	1.25666682446e-05	0.00174610215039956	0.952,0.909,0.683	1.0,1.0,0.968	-0.141	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2710	se_jc	64203	ENSG00000105339	DENND3	chr8	+	141163332	141163429	141160631	141160787	141165185	141165289	33,33,32	1,2,9	67,32,55	0,0,0	246	149	2.71647870653e-06	0.000569804130170837	0.952,0.909,0.683	1.0,1.0,1.0	-0.152	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2710	se_jcec	63346	ENSG00000105339	DENND3	chr8	+	141163332	141163429	141160631	141160787	141165185	141165289	33,33,32	1,2,9	36,61,50	0,0,1	246	149	1.25666682446e-05	0.00169846183928357	0.952,0.909,0.683	1.0,1.0,0.968	-0.141	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2710	se_jcec	64203	ENSG00000105339	DENND3	chr8	+	141163332	141163429	141160631	141160787	141165185	141165289	33,33,32	1,2,9	67,32,55	0,0,0	246	149	2.71647870653e-06	0.000555819002346573	0.952,0.909,0.683	1.0,1.0,1.0	-0.152	Control_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2711	se_jc	63434	ENSG00000104518	GSDMD	chr8	+	143555933	143556030	143555058	143555196	143558377	143558451	11,2,2	0,0,0	14,0,2	3,2,1	246	149	8.92614635302e-05	0.00659960986954015	1.0,1.0,1.0	0.739,0.0,0.548	0.571	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2711	se_jc	64279	ENSG00000104518	GSDMD	chr8	+	143555933	143556030	143555058	143555196	143558377	143558451	11,2,2	0,0,0	1,10,0	10,2,2	246	149	4.90439355794e-10	7.28237911859907e-07	1.0,1.0,1.0	0.057,0.752,0.0	0.73	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2711	se_jcec	63434	ENSG00000104518	GSDMD	chr8	+	143555933	143556030	143555058	143555196	143558377	143558451	11,2,2	0,0,0	14,0,2	3,2,1	246	149	8.92614635302e-05	0.00631126262525297	1.0,1.0,1.0	0.739,0.0,0.548	0.571	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2711	se_jcec	64279	ENSG00000104518	GSDMD	chr8	+	143555933	143556030	143555058	143555196	143558377	143558451	11,2,2	0,0,0	1,10,0	10,2,2	246	149	4.90439355794e-10	7.51260307252339e-07	1.0,1.0,1.0	0.057,0.752,0.0	0.73	Control_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2712	se_jc	63441	ENSG00000204839	MROH6	chr8	-	143568141	143568261	143567785	143567888	143568551	143568719	3,5,4	0,0,0	0,4,6	2,3,3	269	149	7.05981950677e-09	9.27223246743921e-06	1.0,1.0,1.0	0.0,0.425,0.526	0.683	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2712	se_jc	64285	ENSG00000204839	MROH6	chr8	-	143568141	143568261	143567785	143567888	143568551	143568719	3,5,4	0,0,0	1,3,11	6,4,2	269	149	1.21602961034e-09	1.41062601163116e-06	1.0,1.0,1.0	0.085,0.293,0.753	0.623	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2712	se_jcec	63441	ENSG00000204839	MROH6	chr8	-	143568141	143568261	143567785	143567888	143568551	143568719	3,5,4	0,0,0	0,4,6	2,3,3	269	149	7.05981950677e-09	8.69361862551451e-06	1.0,1.0,1.0	0.0,0.425,0.526	0.683	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2712	se_jcec	64285	ENSG00000204839	MROH6	chr8	-	143568141	143568261	143567785	143567888	143568551	143568719	3,5,4	0,0,0	1,3,11	6,4,2	269	149	1.21602961034e-09	1.38858749582623e-06	1.0,1.0,1.0	0.085,0.293,0.753	0.623	Control_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2713	se_jc	63541	ENSG00000179950	PUF60	chr8	-	143824312	143824396	143821817	143821913	143829279	143829299	557,538,636	246,203,219	597,830,554	116,191,124	233	149	7.10995345932e-08	4.90249065903762e-05	0.591,0.629,0.65	0.767,0.735,0.741	-0.124	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2713	se_jcec	63541	ENSG00000179950	PUF60	chr8	-	143824312	143824396	143821817	143821913	143829279	143829299	557,538,636	246,203,219	597,830,554	116,191,124	233	149	7.10995345932e-08	4.74687904812962e-05	0.591,0.629,0.65	0.767,0.735,0.741	-0.124	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2714	se_jc	63601	ENSG00000182325	FBXL6	chr8	-	144357438	144357502	144356989	144357121	144358031	144358512	29,24,37	0,1,0	16,24,18	4,0,3	213	149	0.00143546323421	0.0422986233576346	1.0,0.944,1.0	0.737,1.0,0.808	0.133	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2714	se_jcec	63601	ENSG00000182325	FBXL6	chr8	-	144357438	144357502	144356989	144357121	144358031	144358512	29,24,37	0,1,0	16,24,18	4,0,3	213	149	0.00143546323421	0.0414943973189948	1.0,0.944,1.0	0.737,1.0,0.808	0.133	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2715	se_jc	63603	ENSG00000182325	FBXL6	chr8	-	144357456	144357502	144356989	144357121	144358031	144358472	4,3,5	0,1,0	6,2,1	4,0,3	195	149	0.000161123763485	0.00955689144232212	1.0,0.696,1.0	0.534,1.0,0.203	0.32	Control_vs_shRYBP													Skipped Exon	JC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_2715	se_jcec	63603	ENSG00000182325	FBXL6	chr8	-	144357456	144357502	144356989	144357121	144358031	144358472	4,3,5	0,1,0	6,2,1	4,0,3	195	149	0.000161123763485	0.00926194214705165	1.0,0.696,1.0	0.534,1.0,0.203	0.32	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_2716	se_jc	63667	ENSG00000147789	ZNF7	chr8	+	144829522	144829604	144829042	144829090	144837390	144837507	22,35,16	2,6,3	24,23,20	1,0,1	231	149	0.000261236986275	0.0134174624179716	0.876,0.79,0.775	0.939,1.0,0.928	-0.142	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	
Event_2716	se_jc	64898	ENSG00000147789	ZNF7	chr8	+	144829522	144829604	144829042	144829090	144837390	144837507	24,23,20	1,0,1	28,33,25	2,4,5	231	149	0.000458171305107	0.0177000117339709	0.939,1.0,0.928	0.9,0.842,0.763	0.121	shRYBP_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	
Event_2716	se_jcec	63667	ENSG00000147789	ZNF7	chr8	+	144829522	144829604	144829042	144829090	144837390	144837507	22,35,16	2,6,3	24,23,20	1,0,1	231	149	0.000261236986275	0.0131006211379573	0.876,0.79,0.775	0.939,1.0,0.928	-0.142	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	
Event_2716	se_jcec	64898	ENSG00000147789	ZNF7	chr8	+	144829522	144829604	144829042	144829090	144837390	144837507	24,23,20	1,0,1	28,33,25	2,4,5	231	149	0.000458171305107	0.0176099018074369	0.939,1.0,0.928	0.9,0.842,0.763	0.121	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	
Event_2717	se_jc	63717	ENSG00000107104	KANK1	chr9	+	549106	549721	540507	540667	676889	677009	0,0,0	8,20,8	3,0,6	5,3,11	298	149	3.49057240966e-05	0.00354598444312458	0.0,0.0,0.0	0.231,0.0,0.214	-0.148	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	
Event_2717	se_jc	64949	ENSG00000107104	KANK1	chr9	+	549106	549721	540507	540667	676889	677009	3,0,6	5,3,11	0,1,1	2,10,7	298	149	0.00145453268065	0.0404895853487046	0.231,0.0,0.214	0.0,0.048,0.067	0.11	shRYBP_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	
Event_2718	se_jc	63732	ENSG00000173253	DMRT2	chr9	+	1055721	1055799	1053721	1053824	1056215	1056830	4,0,4	6,3,25	7,5,7	4,2,7	227	149	0.000778587811453	0.0281259724415583	0.304,0.0,0.095	0.535,0.621,0.396	-0.384	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2718	se_jcec	63732	ENSG00000173253	DMRT2	chr9	+	1055721	1055799	1053721	1053824	1056215	1056830	4,0,4	6,3,25	7,5,7	4,2,7	227	149	0.000778587811453	0.0275861029308546	0.304,0.0,0.095	0.535,0.621,0.396	-0.384	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2719	se_jc	63791	ENSG00000099219	ERMP1	chr9	-	5805610	5805785	5801175	5801328	5810010	5810231	13,28,26	2,4,2	12,7,24	3,10,15	298	149	0.000475353458473	0.0200776780063458	0.765,0.778,0.867	0.667,0.259,0.444	0.347	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_272	a3ss_jc	6923	ENSG00000170919	TPT1-AS1	chr13	+							0,0,2	6,3,7	1,2,1	0,0,2	173	149	4.14904724568e-05	0.00332032582364863	0.0,0.0,0.197	1.0,1.0,0.301	-0.701	Control_vs_shRING1A.B	45344304	45344446	45344328	45344446	45341512	45341614							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	Same Direction
Event_272	a3ss_jc	6929	ENSG00000170919	TPT1-AS1	chr13	+							2,0,0	3,2,5	1,2,1	0,0,2	173	149	4.34593762912e-05	0.00380326725937857	0.365,0.0,0.0	1.0,1.0,0.301	-0.645	shRYBP_vs_shRING1A.B	45344304	45344446	45344328	45344446	45341512	45341614							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	Same Direction
Event_272	a3ss_jcec	6923	ENSG00000170919	TPT1-AS1	chr13	+							0,0,2	6,3,7	1,2,1	0,0,2	173	149	4.14904724568e-05	0.0029769413987754	0.0,0.0,0.197	1.0,1.0,0.301	-0.701	Control_vs_shRING1A.B	45344304	45344446	45344328	45344446	45341512	45341614							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	Same Direction
Event_272	a3ss_jcec	6929	ENSG00000170919	TPT1-AS1	chr13	+							2,0,0	3,2,5	1,2,1	0,0,2	173	149	4.34593762912e-05	0.00366819140645217	0.365,0.0,0.0	1.0,1.0,0.301	-0.645	shRYBP_vs_shRING1A.B	45344304	45344446	45344328	45344446	45341512	45341614							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	Same Direction
Event_2720	se_jc	63808	ENSG00000107077	KDM4C	chr9	+	7105401	7105500	7103684	7103870	7128065	7128236	2,7,4	20,24,31	9,10,11	18,19,7	248	149	0.00058207787161	0.022901982563303	0.057,0.149,0.072	0.231,0.24,0.486	-0.226	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2720	se_jcec	63808	ENSG00000107077	KDM4C	chr9	+	7105401	7105500	7103684	7103870	7128065	7128236	2,7,4	20,24,31	9,10,11	18,19,7	248	149	0.00058207787161	0.0223994883176365	0.057,0.149,0.072	0.231,0.24,0.486	-0.226	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2721	se_jc	63888	ENSG00000137145	DENND4C	chr9	+	19336685	19336832	19336269	19336414	19340991	19341114	19,19,26	2,0,7	15,25,32	0,1,0	296	149	0.000116295983365	0.00772583201489549	0.827,1.0,0.652	1.0,0.926,1.0	-0.149	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	
Event_2721	se_jc	65125	ENSG00000137145	DENND4C	chr9	+	19336685	19336832	19336269	19336414	19340991	19341114	15,25,32	0,1,0	30,23,29	2,3,3	296	149	0.000427544225074	0.0168016034711494	1.0,0.926,1.0	0.883,0.794,0.83	0.14	shRYBP_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	
Event_2721	se_jcec	63888	ENSG00000137145	DENND4C	chr9	+	19336685	19336832	19336269	19336414	19340991	19341114	19,19,26	2,0,7	15,25,32	0,1,0	296	149	0.000116295983365	0.00745606479815126	0.827,1.0,0.652	1.0,0.926,1.0	-0.149	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	
Event_2721	se_jcec	65125	ENSG00000137145	DENND4C	chr9	+	19336685	19336832	19336269	19336414	19340991	19341114	15,25,32	0,1,0	30,23,29	2,3,3	296	149	0.000427544225074	0.0167362216149008	1.0,0.926,1.0	0.883,0.794,0.83	0.14	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	
Event_2722	se_jc	63962	ENSG00000171843	MLLT3	chr9	-	20354807	20354879	20345075	20346574	20360741	20360841	20,33,11	4,6,8	4,10,16	0,0,0	221	149	1.88417150437e-07	0.000107149142808307	0.771,0.788,0.481	1.0,1.0,1.0	-0.32	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2722	se_jc	64819	ENSG00000171843	MLLT3	chr9	-	20354807	20354879	20345075	20346574	20360741	20360841	20,33,11	4,6,8	15,25,62	0,0,0	221	149	1.92111559993e-09	2.08459514857789e-06	0.771,0.788,0.481	1.0,1.0,1.0	-0.32	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2722	se_jcec	63962	ENSG00000171843	MLLT3	chr9	-	20354807	20354879	20345075	20346574	20360741	20360841	20,33,11	4,6,8	4,10,16	0,0,0	221	149	1.88417150437e-07	0.000101368426935106	0.771,0.788,0.481	1.0,1.0,1.0	-0.32	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2722	se_jcec	64819	ENSG00000171843	MLLT3	chr9	-	20354807	20354879	20345075	20346574	20360741	20360841	20,33,11	4,6,8	15,25,62	0,0,0	221	149	1.92111559993e-09	2.05439752560816e-06	0.771,0.788,0.481	1.0,1.0,1.0	-0.32	Control_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2723	se_jc	63968	ENSG00000188352	FOCAD	chr9	+	20740235	20740340	20720379	20720534	20758089	20758191	22,39,57	7,1,4	32,36,36	0,0,2	254	149	0.000347715692997	0.0164358980780639	0.648,0.958,0.893	1.0,1.0,0.913	-0.138	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2723	se_jcec	63968	ENSG00000188352	FOCAD	chr9	+	20740235	20740340	20720379	20720534	20758089	20758191	22,39,57	7,1,4	32,36,36	0,0,2	254	149	0.000347715692997	0.0160569311764465	0.648,0.958,0.893	1.0,1.0,0.913	-0.138	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2724	se_jc	64030	ENSG00000204130	RUFY2	chr10	-	68381231	68381399	68379423	68379521	68383797	68383914	35,22,39	1,2,0	32,17,53	2,2,11	298	149	0.000372631234393	0.0172731799593165	0.946,0.846,1.0	0.889,0.81,0.707	0.129	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2725	se_jc	64159	ENSG00000137073	UBAP2	chr9	-	33953284	33953474	33948373	33948587	33960825	33960878	46,44,121	10,0,6	55,40,59	0,0,0	298	149	5.90240979892e-06	0.00110744465757832	0.697,1.0,0.91	1.0,1.0,1.0	-0.131	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2725	se_jc	65039	ENSG00000137073	UBAP2	chr9	-	33953284	33953474	33948373	33948587	33960825	33960878	46,44,121	10,0,6	59,51,64	0,0,2	298	149	0.000104125014434	0.00706694133814654	0.697,1.0,0.91	1.0,1.0,0.941	-0.111	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2726	se_jc	64308	ENSG00000165304	MELK	chr9	+	36597221	36597290	36589535	36589652	36599393	36599486	23,24,27	3,2,2	39,33,33	0,1,0	218	149	0.00170455550745	0.0472021540672474	0.84,0.891,0.902	1.0,0.958,1.0	-0.108	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2726	se_jcec	64308	ENSG00000165304	MELK	chr9	+	36597221	36597290	36589535	36589652	36599393	36599486	23,24,27	3,2,2	39,33,33	0,1,0	218	149	0.00170455550745	0.0464158422063068	0.84,0.891,0.902	1.0,0.958,1.0	-0.108	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2727	se_jc	64438	ENSG00000215126	CBWD6	chr9	-	41161600	41161723	41145280	41145332	41162332	41162377	6,7,0	0,3,3	6,5,3	0,0,0	272	149	0.000104488975719	0.00720477609826435	1.0,0.561,0.0	1.0,1.0,1.0	-0.48	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2727	se_jcec	64438	ENSG00000215126	CBWD6	chr9	-	41161600	41161723	41145280	41145332	41162332	41162377	6,7,0	0,3,3	6,5,3	0,0,0	272	149	0.000104488975719	0.00693431389280559	1.0,0.561,0.0	1.0,1.0,1.0	-0.48	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2729	se_jc	64545	ENSG00000184465	WDR27	chr6	-	169689126	169689308	169688816	169689012	169701550	169701930	15,11,10	0,1,1	16,5,29	8,0,7	298	149	0.000369110287203	0.0171629390176115	1.0,0.846,0.833	0.5,1.0,0.674	0.168	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_273	a3ss_jc	7270	ENSG00000100722	ZC3H14	chr14	+							7,2,12	2,4,9	9,13,17	0,2,2	197	149	0.000463786497556	0.0176614187624216	0.726,0.274,0.502	1.0,0.831,0.865	-0.398	Control_vs_shRING1A.B	88609678	88609803	88609726	88609803	88609266	88609403							Alternative 5' Splice Site	JC	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control
Event_273	a3ss_jcec	7270	ENSG00000100722	ZC3H14	chr14	+							7,2,12	2,4,9	9,13,17	0,2,2	197	149	0.000463786497556	0.016371415349557	0.726,0.274,0.502	1.0,0.831,0.865	-0.398	Control_vs_shRING1A.B	88609678	88609803	88609726	88609803	88609266	88609403							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control
Event_2730	se_jc	64621	ENSG00000131089	ARHGEF9	chrX	-	63665885	63666017	63655493	63655737	63674037	63674138	49,57,70	0,0,2	35,45,49	4,3,2	281	149	0.000997461479332	0.0332459033975298	1.0,1.0,0.949	0.823,0.888,0.929	0.103	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2730	se_jcec	64621	ENSG00000131089	ARHGEF9	chrX	-	63665885	63666017	63655493	63655737	63674037	63674138	49,57,70	0,0,2	35,45,49	4,3,2	281	149	0.000997461479332	0.0324564476897848	1.0,1.0,0.949	0.823,0.888,0.929	0.103	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2731	se_jc	64633	ENSG00000131089	ARHGEF9	chrX	-	63724531	63724711	63706257	63706449	63754920	63755056	17,30,30	0,0,8	16,18,31	0,0,0	298	149	0.000991371926006	0.0331314168755746	1.0,1.0,0.652	1.0,1.0,1.0	-0.116	Control_vs_shRYBP													Skipped Exon	JC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_2732	se_jc	64644	ENSG00000131089	ARHGEF9	chrX	-	63754303	63754676	63706257	63706449	63754920	63755123	4,4,13	0,0,8	3,8,7	0,0,0	298	149	0.00158937974343	0.0450068610919331	1.0,1.0,0.448	1.0,1.0,1.0	-0.184	Control_vs_shRYBP													Skipped Exon	JC	3	Skipped Exon_3	Unique to shRYBP vs Control
Event_2733	se_jc	64691	ENSG00000256591	AP003108.2	chr11	+	61438003	61438113	61430120	61430182	61445940	61446231	146,119,264	26,14,24	191,227,205	9,16,6	259	149	0.000107066881902	0.0073006013763575	0.764,0.83,0.864	0.924,0.891,0.952	-0.103	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2733	se_jcec	64691	ENSG00000256591	AP003108.2	chr11	+	61438003	61438113	61430120	61430182	61445940	61446231	146,119,264	26,14,24	191,227,205	9,16,6	259	149	0.000107066881902	0.00702962582194008	0.764,0.83,0.864	0.924,0.891,0.952	-0.103	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2734	se_jc	64739	ENSG00000119139	TJP2	chr9	+	69185086	69185204	69151650	69151771	69212547	69212601	3,3,2	23,23,53	11,11,8	44,31,21	267	149	0.000170880349353	0.00980863874194608	0.068,0.068,0.021	0.122,0.165,0.175	-0.102	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2734	se_jcec	64739	ENSG00000119139	TJP2	chr9	+	69185086	69185204	69151650	69151771	69212547	69212601	3,3,2	23,23,53	11,11,8	44,31,21	267	149	0.000170880349353	0.00953591508463962	0.068,0.068,0.021	0.122,0.165,0.175	-0.102	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_2735	se_jc	64803	ENSG00000196781	TLE1	chr9	-	81612291	81612393	81611805	81611959	81613421	81613521	9,5,1	0,0,1	0,3,5	2,8,0	251	149	0.000112491300983	0.00755815486580298	1.0,1.0,0.372	0.0,0.182,1.0	0.397	Control_vs_shRYBP													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2735	se_jc	65674	ENSG00000196781	TLE1	chr9	-	81612291	81612393	81611805	81611959	81613421	81613521	9,5,1	0,0,1	14,5,9	3,4,8	251	149	5.58597831853e-05	0.0046011527581051	1.0,1.0,0.372	0.735,0.426,0.4	0.27	Control_vs_shRING1A.B													Skipped Exon	JC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2735	se_jcec	64803	ENSG00000196781	TLE1	chr9	-	81612291	81612393	81611805	81611959	81613421	81613521	9,5,1	0,0,1	0,3,5	2,8,0	251	149	0.000112491300983	0.00728223475779435	1.0,1.0,0.372	0.0,0.182,1.0	0.397	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2735	se_jcec	65674	ENSG00000196781	TLE1	chr9	-	81612291	81612393	81611805	81611959	81613421	81613521	9,5,1	0,0,1	14,5,9	3,4,8	251	149	5.58597831853e-05	0.00460826681130514	1.0,1.0,0.372	0.735,0.426,0.4	0.27	Control_vs_shRING1A.B													Skipped Exon	JCEC	1	Skipped Exon_1	Common to shRING1A.B and shRYBP
Event_2736	se_jc	64804	ENSG00000196781	TLE1	chr9	-	81612291	81612393	81611842	81611956	81613376	81613521	27,11,24	13,25,39	4,6,12	25,62,22	251	149	0.000766384250009	0.0278676914957129	0.552,0.207,0.268	0.087,0.054,0.245	0.214	Control_vs_shRYBP													Skipped Exon	JC	2	Skipped Exon_2	Unique to shRYBP vs Control
